code,nombre,Cleanliness,Location,Service,rating_Excellent,rating_Poor,rating_Terrible,rating_Very Good,number_of_reviews,stars
AA508,Aparthotel Quo Eraso,,,,25.0,13.0,9.0,77.0,181.0,3.5
BW34,Friendly Rentals Salamanca Confort Ayala,,,,,,,,1.0,2.0
EC95,Apartamentos Goya 75,2.2,4.2,2.2,8.0,23.0,48.0,9.0,103.0,2.0
AA666,Family Apartment Gobernador,,,,1.0,1.0,2.0,3.0,7.0,3.0
EC195,Petit Palace Puerta del Sol,4.1,4.8,4.2,732.0,67.0,38.0,621.0,1643.0,4.0
TH694,Hostal Daniel,,,,1.0,1.0,5.0,0.0,9.0,2.0
BW308,Globales Acis & Galatea,4.4,3.4,4.2,90.0,9.0,8.0,117.0,253.0,4.0
AA724,Hostal del Quijote,3,3.0,1.8,1.0,1.0,8.0,0.0,10.0,1.5
JH549,Hostal Ibias,,,,,,,,43.0,3.5
EX64,Hostal Atocha Almudena Martin,4,4.6,3.9,97.0,11.0,23.0,165.0,357.0,4.0
BW641,Apartamentos Central Suites Gavirental,,,,1.0,1.0,1.0,1.0,9.0,3.0
TR358,Hostal Gran Via 44,3.4,4.6,3.4,20.0,13.0,22.0,44.0,121.0,3.0
BW276,ILUNION Atrium,4.4,3.7,4.4,813.0,55.0,42.0,604.0,1697.0,4.0
JH307,Sercotel Madrid Aeropuerto,4.4,4.2,4.3,175.0,23.0,33.0,125.0,403.0,4.0
EX330,NH Madrid Balboa,4.5,4.5,4.4,130.0,13.0,9.0,86.0,260.0,4.0
AA448,Room007 Chueca Hostel,,,,397.0,17.0,30.0,205.0,690.0,4.5
AA151,Hotel Avion,4,,3.0,,,,,2.0,2.0
AA654,Boutike Cibeles,,,,,,,,6.0,3.0
EX488,Hostal Victoria II,,,,54.0,14.0,15.0,130.0,264.0,3.5
JH295,Hotel Eurostars Monte Real,4.4,3.1,4.1,97.0,6.0,12.0,137.0,291.0,4.0
JH612,Chueca The Palmer House Hostel,,,,,,,,2.0,3.5
BW245,El Rincon de Gran Via,4.5,4.8,4.1,170.0,22.0,16.0,197.0,457.0,4.0
EC347,Ibis Budget Madrid Centro Lavapies,4.1,4.0,3.8,39.0,10.0,24.0,51.0,151.0,3.5
AA416,Hostal Residencia Fernandez,4.2,4.7,3.8,26.0,5.0,8.0,58.0,128.0,3.5
EC589,HomeStay Extremadura,,,,,,,,1.0,5.0
AA303,NH Madrid Chamberi,4.4,4.3,4.3,203.0,21.0,8.0,273.0,591.0,4.0
BW443,Hotel Villa de Barajas,4.2,4.2,3.9,105.0,39.0,13.0,219.0,511.0,3.5
TH499,Hostal Abel Victoriano,,,,254.0,13.0,18.0,182.0,525.0,4.0
TH181,Hostel Almansa,2.5,4.0,3.9,3.0,0.0,4.0,4.0,15.0,3.0
EX164,Hotel Abalu,3.7,4.1,3.7,133.0,48.0,83.0,152.0,502.0,3.5
TH700,limehome Madrid,,,,,,,,9.0,2.5
TH434,Hostal Cervantes,3.9,4.8,3.8,21.0,7.0,10.0,37.0,92.0,3.5
EX19,Eric Vokel Boutique Apartments - Madrid Suites,4.6,4.6,4.5,698.0,9.0,16.0,213.0,974.0,4.5
TR118,room007 Select Sol,4.4,4.9,4.4,211.0,10.0,18.0,179.0,464.0,4.0
EC324,Petit Palace Preciados,4.1,4.8,4.1,563.0,70.0,43.0,593.0,1465.0,4.0
BW569,Los Jeronimos,4.4,4.7,3.8,8.0,0.0,4.0,18.0,30.0,4.0
TR318,DoubleTree by Hilton Madrid-Prado,4.8,4.9,4.7,532.0,12.0,13.0,114.0,703.0,4.5
AA734,Apartamentos Madrid Titania,,,,,,,,1.0,0.0
TR463,Cason del Tormes,,,,216.0,19.0,11.0,420.0,786.0,4.0
TR20,Hostal Alexis,,,,208.0,5.0,7.0,75.0,307.0,4.5
EC517,Hostalin Madrid Atocha,,,,14.0,2.0,4.0,19.0,46.0,4.0
JH68,Hostal Romero,,,,14.0,2.0,2.0,5.0,31.0,4.0
EX45,Santa Ana Flats,,,,8.0,3.0,6.0,3.0,23.0,3.0
TR22,Hotel Mirador de Chamartin,4.1,3.2,3.7,119.0,46.0,21.0,251.0,552.0,3.5
EC269,Hotel Hospes Puerta de Alcala,4.6,4.8,4.5,645.0,29.0,20.0,238.0,998.0,4.5
AA644,Apartamentos Fuencarral Luxury,,,,,,,,3.0,3.0
AA591,Chueca Gran Via Apartaments,,,,,,,,1.0,5.0
JH106,Apartamentos Madrid Anderson,,,,,,,,3.0,3.5
BW481,Hostal Madrid Star,4.3,4.9,4.1,76.0,5.0,5.0,63.0,170.0,4.0
EC651,Amberes,,,,,,,,1.0,2.0
JH189,Apartamentos Adelfas,,,,,,,,7.0,1.0
TH680,Rooms Multicolor,,,,1.0,1.0,5.0,3.0,13.0,2.5
AA604,Hotel Puerto,,,,,,,,1.0,5.0
AA603,Koko Aeropuerto,,,,,,,,1.0,5.0
TH584,Occidental Fuengirola by Barcelo,,,,,,,,1.0,5.0
BW542,Hostal Gallardo,,,,14.0,8.0,8.0,34.0,98.0,3.5
TH397,Matute 11,4.3,4.9,4.2,119.0,12.0,10.0,84.0,252.0,4.0
BW270,Leonardo Hotel Madrid City Center,4.3,4.5,4.1,147.0,18.0,20.0,186.0,438.0,4.0
EC385,Hotel Madrisol,3.8,4.6,3.5,52.0,55.0,44.0,151.0,456.0,3.0
TH119,Dwo Colours Alcala,,3.0,5.0,5.0,0.0,0.0,1.0,6.0,5.0
EC504,CriteriaHome,,,,,,,,4.0,4.5
EX464,AC Hotel by Marriott Cuzco,,,,288.0,44.0,22.0,494.0,1008.0,4.0
BW441,Hotel Life,3.6,4.4,3.3,38.0,23.0,30.0,70.0,205.0,3.5
EC231,Erase un Hotel,3.7,3.9,3.8,55.0,15.0,14.0,78.0,217.0,3.5
JH649,Apartamentos Calle Barquillo,,,,1.0,1.0,3.0,2.0,9.0,2.5
TH161,Hostal Besaya,,,,92.0,4.0,4.0,108.0,235.0,4.0
EX705,Pension Berti,,,,2.0,1.0,19.0,5.0,33.0,2.0
EX366,NH Madrid Principe de Vergara,4.5,4.2,4.4,916.0,20.0,24.0,745.0,1836.0,4.5
TR558,Albergue Juvenil San Fermin,,,,4.0,3.0,2.0,14.0,26.0,3.5
EX485,Hostal Avenida Barajas,,,,41.0,5.0,2.0,48.0,132.0,4.0
EC635,Rooms Arguelles 58,,,,,,,,1.0,3.0
TH66,Hostal LeZule,,,,0.0,4.0,3.0,1.0,8.0,2.0
TR423,Hostal San Blas,3.4,4.5,3.2,10.0,26.0,13.0,33.0,135.0,3.0
TR37,Funway Academic Resort,3.8,3.3,2.9,9.0,5.0,8.0,13.0,50.0,3.0
JH115,Hotel Madrid Albufera,,,,3.0,7.0,11.0,5.0,36.0,2.5
BW552,Apartamentos Imagine Madrid,,,,3.0,1.0,0.0,4.0,8.0,4.0
TR413,Hostal San Antonio,4.6,4.7,4.1,42.0,10.0,2.0,53.0,130.0,4.0
TH89,Casa de Huespedes Carabanchel by Vivere Stays,,,,7.0,7.0,13.0,6.0,41.0,2.5
AA467,Hotel Zenit Conde de Orgaz,,,,137.0,28.0,24.0,211.0,507.0,4.0
JH564,Madrid Apartamentos Centro,,,,3.0,0.0,1.0,1.0,6.0,4.0
BW224,Vincci Soma,4.2,4.5,4.1,505.0,78.0,55.0,548.0,1433.0,4.0
TR84,Charming Museo Del Prado,,,,,,,,1.0,5.0
TH147,Apartamentos Dana Madrid,4.3,4.4,4.6,25.0,0.0,1.0,9.0,38.0,4.5
BW353,Apartment in the Centre,4.5,4.7,4.5,136.0,4.0,1.0,88.0,238.0,4.5
EC544,Pension Arcos,,,,7.0,0.0,0.0,7.0,17.0,4.0
JH148,Alegria,4.3,4.7,4.2,,,,,14.0,4.0
AA196,NH Collection Madrid Abascal,4.7,4.5,4.7,1290.0,31.0,14.0,501.0,1928.0,4.5
EX709,Apartamentos Ile de France,2.3,4.8,1.8,0.0,2.0,7.0,0.0,10.0,1.5
JH142,The Madrid EDITION,5,5.0,5.0,164.0,0.0,3.0,4.0,173.0,5.0
JH179,Aloft Madrid Gran Via,4.7,4.8,4.5,143.0,10.0,8.0,51.0,232.0,4.5
TH348,Hotel Infantas by Mij,4.5,4.8,4.3,539.0,30.0,15.0,523.0,1231.0,4.5
EC640,TH La Florida,3.1,3.0,3.2,22.0,24.0,24.0,36.0,141.0,3.0
BW188,L&H Apartments,,,,13.0,10.0,12.0,26.0,80.0,3.0
TH107,Hostal Artic,,,,,,,,1.0,4.0
TR150,Melia Barajas,4.3,4.2,4.1,771.0,129.0,139.0,848.0,2176.0,4.0
TR513,Hostal La Banezana,4.7,4.8,4.4,24.0,3.0,0.0,21.0,60.0,4.0
EX55,Mucho Madrid,4.3,4.8,4.2,104.0,8.0,6.0,51.0,193.0,4.0
TR248,Hotel Infanta Mercedes,4,3.9,4.0,73.0,24.0,18.0,147.0,376.0,3.5
EX332,Eco Alcala Suites,3.9,3.4,3.9,85.0,34.0,17.0,166.0,384.0,3.5
EC686,Jmg Hostels Madrid,,,,1.0,6.0,5.0,5.0,24.0,2.5
EX572,For You Apartments Madrid,,5.0,,,,,,2.0,5.0
EX138,Bloom Inn Madrid,5,5.0,4.7,,,,,13.0,4.5
BW384,Hostal Ballesta,4.4,4.6,4.1,262.0,16.0,10.0,380.0,782.0,4.0
EC169,"InterContinental Madrid, an IHG Hotel",,,,,,,,,
JH49,Hotel uVe Marcenado,5,5.0,5.0,5.0,0.0,0.0,1.0,7.0,4.5
TH286,Ibis Styles Madrid Prado,4.5,4.8,4.3,661.0,34.0,23.0,699.0,1546.0,4.5
TR206,Ibis Madrid Centro,4.5,4.6,4.5,730.0,22.0,8.0,805.0,1740.0,4.5
JH718,Arc House Madrid,,,,,,,,10.0,1.5
